alpha,K,mixture_id,dataset_id,n,N,d,cost_scheme,rule,threshold,k_hat,k_correct,exact_recovery,mixture_key
0.1,3,12,0,1000,200,5,constant,geomean,0.1984842563026095,21,0,0,mixture/0.1/3/5/12
0.1,3,12,0,1000,200,5,constant,safeguard,0.25306805693484713,6,0,0,mixture/0.1/3/5/12
0.1,3,12,0,1000,200,5,constant,asw-pam,,3,1,0,mixture/0.1/3/5/12
0.1,3,12,0,1000,200,5,constant,asw-average,,3,1,1,mixture/0.1/3/5/12
0.1,3,13,0,1000,200,5,constant,stated,0.5395907397331495,3,1,1,mixture/0.1/3/5/13
0.1,3,13,0,1000,200,5,constant,geomean,0.1934941859591653,3,1,1,mixture/0.1/3/5/13
0.1,3,13,0,1000,200,5,constant,safeguard,0.3367046215934853,3,1,1,mixture/0.1/3/5/13
0.1,3,13,0,1000,200,5,constant,asw-pam,,3,1,1,mixture/0.1/3/5/13
0.1,3,13,0,1000,200,5,constant,asw-average,,3,1,1,mixture/0.1/3/5/13
0.1,3,14,0,1000,200,5,constant,stated,0.5395907397331495,3,1,0,mixture/0.1/3/5/14
0.1,3,14,0,1000,200,5,constant,geomean,0.14994665718181235,9,0,0,mixture/0.1/3/5/14
0.1,3,14,0,1000,200,5,constant,safeguard,0.27573086800363944,5,0,0,mixture/0.1/3/5/14
0.1,3,14,0,1000,200,5,constant,asw-pam,,3,1,0,mixture/0.1/3/5/14
0.1,3,14,0,1000,200,5,constant,asw-average,,4,0,0,mixture/0.1/3/5/14
0.1,3,15,0,1000,200,5,constant,stated,0.5395907397331495,1,0,0,mixture/0.1/3/5/15
0.1,3,15,0,1000,200,5,constant,geomean,0.11278297743897342,3,1,1,mixture/0.1/3/5/15
0.1,3,15,0,1000,200,5,constant,safeguard,0.11439323682342768,3,1,1,mixture/0.1/3/5/15
0.1,3,15,0,1000,200,5,constant,asw-pam,,3,1,1,mixture/0.1/3/5/15
0.1,3,15,0,1000,200,5,constant,asw-average,,3,1,1,mixture/0.1/3/5/15
0.1,3,16,0,1000,200,5,constant,stated,0.5395907397331495,2,0,0,mixture/0.1/3/5/16
0.1,3,16,0,1000,200,5,constant,geomean,0.10990905331227273,3,1,1,mixture/0.1/3/5/16
0.1,3,16,0,1000,200,5,constant,safeguard,0.16295640339941111,3,1,1,mixture/0.1/3/5/16
0.1,3,16,0,1000,200,5,constant,asw-pam,,3,1,1,mixture/0.1/3/5/16
0.1,3,16,0,1000,200,5,constant,asw-average,,3,1,1,mixture/0.1/3/5/16
0.1,3,17,0,1000,200,5,constant,stated,0.5395907397331495,3,1,1,mixture/0.1/3/5/17
0.1,3,17,0,1000,200,5,constant,geomean,0.15815182578775377,3,1,1,mixture/0.1/3/5/17
0.1,3,17,0,1000,200,5,constant,safeguard,0.2595431458116449,3,1,1,mixture/0.1/3/5/17
